ingredient_id,ingredient_name,language,is_alcoholic,old_category_id,new_category_id,category_name,description,reasoning,processed_at
172,Floating edible,ENG,False,21.0,5.0,Other not alcohol,"A floating edible is a non-alcoholic garnish or ingredient placed on the surface of a cocktail for visual appeal, aroma, or flavor enhancement. Examples include edible flowers, fruit slices, or herbs that remain afloat as a decorative and consumable element. Floating edibles are used to elevate presentation and provide an interactive drinking experience.","Floating edibles are not alcoholic and do not fit categories like 'Lemonade,' 'Syrup,' 'Coffee,' 'Fruits,' 'Juice,' or 'Vegetables' exclusively, as they can include a wide range of edible items. 'Othe",2025-08-18T16:48:25.288135
173,Frangelico,ENG,True,3.0,3.0,Liqueur,"Frangelico is a hazelnut liqueur from Italy, made by distilling roasted hazelnuts and blending them with coffee, cocoa, vanilla, and other flavors. It has a sweet, nutty profile and is 20% ABV (40 proof), making it a versatile ingredient for cocktails, coffee drinks, or sipping on the rocks.","Frangelico is consistently described as a liqueur, specifically a hazelnut liqueur, and is not a spirit like rum, vodka, or brandy. Its production method and flavor profile fit the 'Liqueur' category ",2025-08-18T16:48:30.814183
174,Freezer- citron vodka,ENG,True,14.0,14.0,Vodka,"Freezer-citron vodka is a citrus-flavored vodka, typically infused with lemon or other citrus essences, and stored in the freezer to ensure it is served ice-cold. This ingredient provides a crisp, refreshing citrus note to cocktails and is ideal for drinks that benefit from a chilled, smooth vodka base. Bartenders use freezer-citron vodka to enhance both the flavor and texture of cocktails, especially those with citrus profiles.","Citron vodka is a flavored vodka, and storing it in the freezer is a common practice to serve it very cold. The ingredient is not a liqueur, rum, or any other category listed, but specifically a vodka",2025-08-18T16:48:40.522345
175,"Fresh
cranberries",ENG,False,27.0,10.0,Fruits,"Fresh cranberries are small, tart red berries commonly used as a garnish or muddled ingredient in cocktails. They add vibrant color and a sharp, refreshing flavor to drinks, especially in holiday and winter-themed recipes. Bartenders often use them whole for garnish or muddle them to release their juice and aroma.","Fresh cranberries are botanically classified as fruits and are used in cocktails primarily for their flavor and garnish properties, not as juice, syrup, or vegetable. Multiple cocktail recipes referen",2025-08-18T16:48:51.310055
176,Fresh blackberries,ENG,False,27.0,10.0,Fruits,"Fresh blackberries are small, dark purple berries with a sweet-tart flavor, commonly used in cocktails for muddling, garnishing, or making purees and syrups. They add vibrant color and a refreshing, fruity taste to drinks, especially in summer recipes. Use ripe blackberries for the best flavor and visual appeal.","Fresh blackberries are whole, edible fruits used directly in cocktails for muddling, garnishing, or as a flavor component. The most accurate category from the list is 'Fruits,' as they are not process",2025-08-18T16:48:58.466528
177,Fresh cilantro leave,ENG,False,15.0,15.0,Vegetables,"Fresh cilantro leaves are a vibrant green herb commonly used in cocktails to add a bright, citrusy, and slightly peppery flavor. Bartenders often muddle or blend cilantro leaves to release their aromatic oils, enhancing drinks like margaritas, gin and tonics, and mojitos. Cilantro is highly aromatic and can be polarizing, as some guests may find its flavor soapy due to genetic differences.","Cilantro is botanically classified as a vegetable and herb, and in cocktail recipes, it is used as a fresh plant ingredient rather than a fruit, juice, or syrup[1][2][3][4][5]. The 'Vegetables' catego",2025-08-18T16:49:06.142600
178,Fresh cranberries,ENG,False,27.0,10.0,Fruits,"Fresh cranberries are small, tart red berries commonly used as a garnish or muddled ingredient in cocktails. They add vibrant color and a sharp, refreshing flavor, making them ideal for holiday and winter-themed drinks. Bartenders often use them whole for visual appeal or muddle them to release their distinctive taste.","Fresh cranberries are botanically classified as fruits and are used whole or muddled in cocktails for flavor and garnish, not as juice, syrup, or vegetable. The 'Fruits' category is the most accurate ",2025-08-18T16:49:13.926685
179,Fresh ginger,ENG,True,15.0,14.0,Vodka,"Fresh ginger is a pungent, aromatic root used in cocktails to impart a spicy, warming flavor. It is commonly muddled or infused into syrups and pairs especially well with vodka-based drinks, such as the Moscow Mule and Ginger Cocktail, enhancing their complexity and freshness. Bartenders use fresh ginger to add depth and a distinctive kick to both classic and modern cocktails.","Among the available categories, 'Vodka' is the most appropriate because fresh ginger is frequently used in vodka-based cocktails like the Moscow Mule and Ginger Cocktail, where its flavor profile comp",2025-08-18T16:49:20.543933
180,Fresh grapefruit juic,ENG,False,13.0,13.0,Juice,"Fresh grapefruit juice is the liquid extracted from ripe grapefruits, offering a vibrant, tart, and slightly sweet citrus flavor. It is commonly used in cocktails to add brightness and acidity, and is preferred freshly squeezed for its superior taste and aroma compared to bottled versions. Bartenders use it in drinks like the Paloma and various sours for its refreshing character.","The ingredient is a non-alcoholic liquid obtained by pressing grapefruits, making 'Juice' the most accurate category. Multiple cocktail recipes specify 'fresh grapefruit juice' as a key juice componen",2025-08-18T16:49:34.407670
181,Fresh grapefruit juice,ENG,False,13.0,13.0,Juice,"Fresh grapefruit juice is the liquid extracted from ripe grapefruits, typically by squeezing or pressing the fruit. It delivers a bright, tart, and slightly bitter citrus flavor, making it a popular ingredient in cocktails such as the Paloma and various sours. Bartenders use it to add freshness, acidity, and complexity to both alcoholic and non-alcoholic drinks.","The ingredient is a non-alcoholic liquid obtained by pressing fruit, which fits the definition of 'Juice' rather than 'Fruits' or other categories. Multiple cocktail recipes specifically refer to 'fre",2025-08-18T16:49:41.366621
182,Fresh grated,ENG,False,21.0,5.0,Other not alcohol,"Fresh grated refers to ingredients such as freshly grated spices (e.g., nutmeg) or other non-alcoholic elements that are grated just before use to maximize aroma and flavor. Commonly used as a garnish or finishing touch, fresh grated ingredients enhance both the sensory and visual appeal of cocktails. Bartenders should grate these ingredients immediately before serving for optimal freshness.","The term 'fresh grated' is generic and typically refers to non-alcoholic items like spices or zest that are freshly grated for use in cocktails. It does not fit categories like 'Fruits', 'Vegetables',",2025-08-18T16:49:48.742256
183,Fresh hibiscus petals,ENG,False,21.0,5.0,Other not alcohol,"Fresh hibiscus petals are the edible, vividly colored petals of the hibiscus flower, prized for their tart, floral flavor and striking red hue. In cocktails, they are typically used to infuse syrups, teas, or garnishes, adding both visual appeal and a unique, refreshing taste. Bartenders often use them to create house-made hibiscus syrups or as a decorative element in floral-themed drinks.","Fresh hibiscus petals are not a fruit, vegetable, juice, syrup, or lemonade, nor are they coffee or alcohol. They are a floral botanical ingredient used primarily for infusion or garnish, making 'Othe",2025-08-18T16:49:54.881521
184,Fresh key lime,ENG,False,10.0,10.0,Fruits,"Fresh key lime is a small, round citrus fruit known for its tart, aromatic, and slightly floral flavor. It is commonly used in cocktails for its distinctive acidity and is prized for both its juice and zest. Bartenders use fresh key lime to add bright, tangy notes to drinks, especially in tropical and classic recipes.","Key lime is a whole fruit, not a juice, syrup, or processed product. It is used for its fresh juice and zest in cocktails, making 'Fruits' the most accurate category from the provided list.",2025-08-18T16:50:01.751389
185,Fresh lavender,ENG,False,21.0,5.0,Other not alcohol,"Fresh lavender is an aromatic herb used in cocktails primarily as a garnish or infusion to impart subtle floral notes and a fragrant aroma. It is often added directly to drinks or used to infuse syrups, providing a distinctive botanical character that complements both spirits and non-alcoholic beverages. Bartenders should use it sparingly, as its flavor can easily overpower other ingredients.","Fresh lavender is a botanical herb, not a fruit, vegetable, syrup, juice, or alcohol. Among the available categories, 'Other not alcohol' is the most accurate, as it encompasses non-alcoholic ingredie",2025-08-18T16:50:09.464246
